ind_id,Citation.number,Citation,Year,Global.Change.Driver,Effect,Endpoint,Endpoint_Host_Parasite,Native.host.type,Ectothermic.host,Enemy.type,Ectoparasite,Vector,Vector.borne,Free.living.stages,Route,Macroparasite,Human.Parasite,Zoonotic,Venue,Habitat,Enemy_Random_Effect,Enemy_Random_EffectIS,Native.host,ContinentUse,humanendpoint,Predictor_Type,Error_Type,MeanControl,VarianceControl,SampleSizeControl,MeanTreatment,VarianceTreatment,SampleSizeTreatment,Coefficient,CoefficientVariance,Coef_Type,SD_Y,SDControl,SDTreatment,Sample_size,SMDH_yi,SMDH_vi,SMDH_viC,LRR_yi,LRR_vi,LRR_viC
2067,669,"Shirakashi, S; El-Matbouli, M 2010. Effect of cadmium on the susceptibility of Tubifex tubifex to Myxobolus cerebralis (Myxozoa), the causative agent of whirling disease. DISEASES OF AQUATIC ORGANISMS",2010,CP,Metal,Parasite prevalence/incidence,Parasite,Fish,Yes,NA,No,No,No,Yes,Complex,Yes,No,No,Lab,Freshwater,Myxobolus cerebralis,Myxobolus cerebralis,Tubifex tubifex,NA,No,Continuous,SE,NA,NA,NA,NA,NA,5,276.1,362.2,Regression,607.519,NA,NA,5,0.398617878,0.409738473,0.409738473,NA,NA,NA
2068,717,"Tanser, FC; Sharp, B; le Sueur, D 2003. Potential effect of climate change on malaria transmission in Africa",2003,CC,Mean Temperature,Parasite range,Parasite,Mammal,No,Protist,No,No,Yes,No,Direct,No,Yes,No,Field,Terrestrial,Plasmodium sp.29,Plasmodium sp.29,Homo sapiens,Africa,Yes,Continuous,SE,NA,NA,NA,NA,NA,10,0.2238,0.0291,Regression,5.033575712,NA,NA,10,0.041457822,0.200046844,0.200046844,NA,NA,NA
2069,717,"Tanser, FC; Sharp, B; le Sueur, D 2003. Potential effect of climate change on malaria transmission in Africa",2003,CC,Mean Precipitation,Parasite range,Parasite,Mammal,No,Protist,No,No,Yes,No,Direct,No,Yes,No,Field,Terrestrial,Plasmodium sp.30,Plasmodium sp.30,Homo sapiens,Africa,Yes,Continuous,SE,NA,NA,NA,NA,NA,10,0.005,0.0033,Regression,5.033575712,NA,NA,10,0.000925984,0.200000023,0.200000023,NA,NA,NA
2070,729,"Tops, S; Lockwood, W; Okamura, B 2006. Temperature-driven proliferation of Tetracapsuloides bryosalmonae in bryozoan hosts portends salmonid declines",2006,CC,Mean Temperature,Parasite prevalence/incidence,Parasite,NA,Yes,Protist,No,No,No,Yes,Complex,No,No,No,Lab,Marine,Tetracapsuloides bryosalmonae,Tetracapsuloides bryosalmonae,Fredericella sultana,NA,No,Continuous,SE,NA,NA,NA,NA,NA,5,-0.006802,0.009263,Regression,0.05700336,NA,NA,5,-0.101816184,0.400635347,0.400635347,NA,NA,NA
2071,750,"Van Dijk, J; Morgan, ER 2009. Hatching behaviour of Nematodirus filicollis in a flock co-infected with Nematodirus battus",2009,CC,Mean Temperature,Host mortality,Host,NA,Yes,Helminth,No,No,No,Yes,Direct,Yes,No,No,Lab,Terrestrial,Nematodirus follicollis,Nematodirus follicollis,,NA,No,Continuous,SE,NA,NA,NA,NA,NA,8,-0.0018936,0.0002526,Regression,0.01428626,NA,NA,8,-0.121352425,0.250514832,0.250514832,NA,NA,NA
2072,772,"Wall, R; Ellse, LS 2011. Climate change and livestock parasites: integrated management of sheep blowfly strike in a warmer environment",2011,CC,Mean Temperature,Parasite transmission,Parasite,Mammal,No,Arthropod,Yes,No,No,Yes,Direct,Yes,No,No,Field,Terrestrial,Lucilia cuprina,Lucilia cuprina,,Europe,No,Continuous,SE,NA,NA,NA,NA,NA,4,73.5,4.664,Regression,94.33415,NA,NA,4,0.689941098,0.539345922,0.539345922,NA,NA,NA
2073,772,"Wall, R; Ellse, LS 2011. Climate change and livestock parasites: integrated management of sheep blowfly strike in a warmer environment",2011,CC,Mean Temperature,Parasite transmission,Parasite,Mammal,No,Arthropod,Yes,No,No,Yes,Direct,Yes,No,No,Field,Terrestrial,Lucilia cuprina,Lucilia cuprina,,Europe,No,Continuous,SE,NA,NA,NA,NA,NA,4,31.9,6.039,Regression,41.76684,NA,NA,4,0.673563563,0.537500138,0.537500138,NA,NA,NA
2074,776,"Ward, JR; Kim, K; Harvell, CD 2007. Temperature affects coral disease resistance and pathogen growth",2007,CC,Mean Temperature,Host immunity,Host,NA,Yes,Fungi,No,No,No,Yes,Direct,No,No,No,Field,Marine,Aspergillus sydowii,Aspergillus sydowii,Gorgonia ventalina,North America,No,Continuous,SE,NA,NA,NA,NA,NA,3,18.65,33.92,Regression,89.01159924,NA,NA,3,0.150919737,0.669632392,0.669632392,NA,NA,NA
2075,807,"Youngsteadt, E., et al. (2015). ""Urbanization Increases Pathogen Pressure on Feral and Managed Honey Bees."" Plos One 10(11).",2015,HLC,Urbanization,Parasite abundance,Parasite,Arthropod,Yes,Virus,No,No,No,Yes,Direct,No,No,No,Field,Terrestrial,Acute Bee Paralysis Virus,Acute Bee Paralysis Virus,Apis mellifera Linnaeus,North America,No,Continuous,SE,NA,NA,NA,NA,NA,35,-17.662,14.969,Regression,3.605812,NA,NA,35,-2.132482881,0.09035616,0.09035616,NA,NA,NA
2076,807,"Youngsteadt, E., et al. (2015). ""Urbanization Increases Pathogen Pressure on Feral and Managed Honey Bees."" Plos One 10(11).",2015,HLC,Urbanization,Parasite abundance,Parasite,Arthropod,Yes,Virus,No,No,No,Yes,Direct,No,No,No,Field,Terrestrial,Black Queen Cell Virus,Black Queen Cell Virus,Apis mellifera Linnaeus,North America,No,Continuous,SE,NA,NA,NA,NA,NA,35,15.5139,6.3644,Regression,4.097443,NA,NA,35,2.289516261,0.095427837,0.095427837,NA,NA,NA
2077,807,"Youngsteadt, E., et al. (2015). ""Urbanization Increases Pathogen Pressure on Feral and Managed Honey Bees."" Plos One 10(11).",2015,HLC,Urbanization,Parasite abundance,Parasite,Arthropod,Yes,Virus,No,No,No,Yes,Direct,No,No,No,Field,Terrestrial,Chronic Bee Paralysis Virus,Chronic Bee Paralysis Virus,Apis mellifera Linnaeus,North America,No,Continuous,SE,NA,NA,NA,NA,NA,35,-5.4671,4.261,Regression,1.249721,NA,NA,35,-2.187751241,0.092100073,0.092100073,NA,NA,NA
2078,807,"Youngsteadt, E., et al. (2015). ""Urbanization Increases Pathogen Pressure on Feral and Managed Honey Bees."" Plos One 10(11).",2015,HLC,Urbanization,Parasite abundance,Parasite,Arthropod,Yes,Virus,No,No,No,Yes,Direct,No,No,No,Field,Terrestrial,Deformed Wing Virus,Deformed Wing Virus,Apis mellifera Linnaeus,North America,No,Continuous,SE,NA,NA,NA,NA,NA,35,7.1356,10.7258,Regression,5.688901,NA,NA,35,1.588426189,0.075570723,0.075570723,NA,NA,NA
2079,807,"Youngsteadt, E., et al. (2015). ""Urbanization Increases Pathogen Pressure on Feral and Managed Honey Bees."" Plos One 10(11).",2015,HLC,Urbanization,Parasite abundance,Parasite,Arthropod,Yes,Virus,No,No,No,Yes,Direct,No,No,No,Field,Terrestrial,Israeli Acute Paralysis Virus,Israeli Acute Paralysis Virus,Apis mellifera Linnaeus,North America,No,Continuous,SE,NA,NA,NA,NA,NA,35,-13.4804,1.9232,Regression,3.347398,NA,NA,35,-2.240718709,0.093813256,0.093813256,NA,NA,NA
2080,807,"Youngsteadt, E., et al. (2015). ""Urbanization Increases Pathogen Pressure on Feral and Managed Honey Bees."" Plos One 10(11).",2015,HLC,Urbanization,Parasite abundance,Parasite,Arthropod,Yes,Virus,No,No,No,Yes,Direct,No,No,No,Field,Terrestrial,Kashmir Bee virus,Kashmir Bee virus,Apis mellifera Linnaeus,North America,No,Continuous,SE,NA,NA,NA,NA,NA,35,5.18282,0.66104,Regression,1.51968,NA,NA,35,2.397706086,0.099131598,0.099131598,NA,NA,NA
2081,807,"Youngsteadt, E., et al. (2015). ""Urbanization Increases Pathogen Pressure on Feral and Managed Honey Bees."" Plos One 10(11).",2015,HLC,Urbanization,Parasite abundance,Parasite,Arthropod,Yes,Fungi,Yes,No,No,Yes,Complex,No,No,No,Field,Terrestrial,Nosema apis,Nosema apis,Apis mellifera Linnaeus,North America,No,Continuous,SE,NA,NA,NA,NA,NA,35,-7.0301,9.59818,Regression,3.370003,NA,NA,35,-6.359682151,0.352543734,0.352543734,NA,NA,NA
2082,807,"Youngsteadt, E., et al. (2015). ""Urbanization Increases Pathogen Pressure on Feral and Managed Honey Bees."" Plos One 10(11).",2015,HLC,Urbanization,Parasite abundance,Parasite,Arthropod,Yes,Fungi,Yes,No,No,Yes,Complex,No,No,No,Field,Terrestrial,Nosema ceranae,Nosema ceranae,Apis mellifera Linnaeus,North America,No,Continuous,SE,NA,NA,NA,NA,NA,35,4.83423,15.83491,Regression,6.008933,NA,NA,35,0.863897009,0.062593716,0.062593716,NA,NA,NA
2083,807,"Youngsteadt, E., et al. (2015). ""Urbanization Increases Pathogen Pressure on Feral and Managed Honey Bees."" Plos One 10(11).",2015,HLC,Urbanization,Parasite abundance,Parasite,Arthropod,Yes,Virus,No,No,No,Yes,Direct,No,No,No,Field,Terrestrial,Sacbrood Virus,Sacbrood Virus,Apis mellifera Linnaeus,North America,No,Continuous,SE,NA,NA,NA,NA,NA,35,-4.46978,10.96741,Regression,4.706152,NA,NA,35,-1.061764367,0.065376599,0.065376599,NA,NA,NA
2084,810,"Zamora-Vilchis, I; Williams, SE; Johnson, CN 2012. Environmental Temperature Affects Prevalence of Blood Parasites of Birds on an Elevation Gradient: Implications for Disease in a Warming Climate",2012,CC,Mean Temperature,Parasite prevalence/incidence,Parasite,Bird,No,Protist,No,No,NA,NA,Direct,No,No,No,Lab,Terrestrial,Protist5,Protist5,,NA,No,Continuous,SE,NA,NA,NA,NA,NA,6,9.481,0.44,Regression,22.26211111,NA,NA,6,0.384454949,0.340561096,0.340561096,NA,NA,NA
2124,CN_210,"Johnson BJ,Sukhdeo MV Drought-induced amplification of local and regional west nile virus infection rates in New Jersey",2013,CC,Mean Precipitation,Yearly Infection rate,Parasite,Mammal,No,Virus,No,No,Yes,No,Complex,No,Yes,Yes,Field,Terrestrial,West Nile Virus,West Nile Virus_,Humans and Birds,North America,Yes,Continuos ,SE,NA,NA,NA,NA,NA,9,-0.85,0.009625781,Correlation,NA,NA,NA,9,-2.965477414,1.521463026,1.521463026,NA,NA,NA
2099,CN_219,"Kelly-Hope LA,Hemingway J,McKenzie FE Environmental factors associated with the malaria vectors Anopheles gambiae and Anopheles funestus in Kenya",2009,CC,Mean Precipitation,abundance,Parasite,Mammal,No,Arthropod,Yes,Yes,Yes,No,Direct,No,Yes,Yes,Field,Terrestrial,Anopheles funestus,Anopheles funestus_,Humans,Africa,Yes,Continuos ,,NA,NA,NA,NA,NA,24,-0.55,0.021152446,Correlation,NA,NA,NA,24,-1.276370325,0.234153246,0.234153246,NA,NA,NA
2107,CN_356,Schijven and de Roda Husman 2005 - Effect of climate changes on waterborne disease in The Netherlands,2005,CC,Mean Temperature,abundance,Parasite,Mammal,No,Virus,No,No,No,No,Direct,No,Yes,No,Field,Freshwater,Enteroviruses,Enteroviruses_,Humans,Europe,Yes,Continuos ,,NA,NA,NA,NA,NA,14,-0.41,0.053235201,Correlation,NA,NA,NA,14,-0.851720684,0.33195814,0.33195814,NA,NA,NA
2121,CN_94,"Du Prel JB,Puppe W,Gr√∂ndahl B,Knuf M,Weigl JA,Schaaff F,Schmitt HJ Are meteorological parameters associated with acute respiratory tract infections?",2009,CC,Mean Temperature,Incidence,Host,Mammal,No,Virus,No,No,No,No,Direct,No,Yes,No,Field,Terrestrial,Syncytial Virus,Syncytial Virus_,Humans,Europe,Yes,Continuos ,,NA,NA,NA,NA,NA,91,-0.41,0.007689529,Correlation,NA,NA,NA,91,-0.891649143,0.052550611,0.052550611,NA,NA,NA
2103,CN_271,"Miterpáková, M. - Climate and environmental factors influencing Echinococcus multilocularis occurrence in the Slovak Republic",2006,CC,Mean Temperature,prevalance,Parasite,Mammal,No,Helminth,No,No,No,No,Complex,Yes,Yes,Yes,Field,Terrestrial,Echinococcus multilocularis,Echinococcus multilocularis_,Canids,Europe,No,Continuous,,NA,NA,NA,NA,NA,5,-0.382,0.182361453,Correlation,NA,NA,NA,5,-0.708595369,0.860220727,0.860220727,NA,NA,NA
2110,CN_94,"Du Prel JB,Puppe W,Gr√∂ndahl B,Knuf M,Weigl JA,Schaaff F,Schmitt HJ Are meteorological parameters associated with acute respiratory tract infections?",2009,CC,Mean Temperature,Incidence,Host,Mammal,No,Virus,No,No,No,No,Direct,No,Yes,No,Field,Terrestrial,Influenza A,Influenza A_,Humans,Europe,Yes,Continuos ,,NA,NA,NA,NA,NA,91,-0.35,0.008555625,Correlation,NA,NA,NA,91,-0.741122816,0.049819776,0.049819776,NA,NA,NA
2122,CN_126,"Epidemiology of Visceral Leishmaniasis in Algeria: An Update; Amel Adel1,2,3, Amel Boughoufalah4, Claude Saegerman2, Redgi De Deken3, Zahida Bouchene5, Abdelkrim Soukehal5, Dirk Berkvens3*, Marleen Boelaert",2014,HLC,Urbanization,incidence rate,Parasite,Mammal,No,Protist,No,No,Yes,No,Complex,Yes,Yes,Yes,Field,Terrestrial,Visceral Leishmaniasis,Visceral Leishmaniasis_,Mammals,Africa,Yes,Continuous,,NA,NA,NA,NA,NA,48,-0.34,0.016641774,Correlation,NA,NA,NA,48,-0.711837458,0.09326227,0.09326227,NA,NA,NA
2105,CN_271,"Miterpáková, M. - Climate and environmental factors influencing Echinococcus multilocularis occurrence in the Slovak Republic",2006,CC,Mean Temperature,intensity,Parasite,Mammal,No,Helminth,No,No,No,No,Complex,Yes,Yes,Yes,Field,Terrestrial,Echinococcus multilocularis,Echinococcus multilocularis_,Canids,Europe,No,Continuous,,NA,NA,NA,NA,NA,5,-0.297,0.207840707,Correlation,NA,NA,NA,5,-0.533202289,0.805770048,0.805770048,NA,NA,NA
2097,CN_94,"Du Prel JB,Puppe W,Gr√∂ndahl B,Knuf M,Weigl JA,Schaaff F,Schmitt HJ Are meteorological parameters associated with acute respiratory tract infections?",2009,CC,Mean Temperature,Incidence,Host,Mammal,No,Virus,No,No,No,No,Direct,No,Yes,No,Field,Terrestrial,Adenovirus,Adenovirus_,Humans,Europe,Yes,Continuos ,,NA,NA,NA,NA,NA,91,-0.25,0.009765625,Correlation,NA,NA,NA,91,-0.512153414,0.04663131,0.04663131,NA,NA,NA
2108,CN_356,Schijven and de Roda Husman 2005 - Effect of climate changes on waterborne disease in The Netherlands,2005,CC,Mean Temperature,abundance,Parasite,Mammal,No,Protist,No,No,No,Yes,Direct,Yes,Yes,No,Field,Freshwater,Giardia,Giardia_,Humans,Europe,Yes,Continuos ,,NA,NA,NA,NA,NA,13,-0.23,0.074749868,Correlation,NA,NA,NA,13,-0.445917019,0.313235646,0.313235646,NA,NA,NA
2100,CN_219,"Kelly-Hope LA,Hemingway J,McKenzie FE Environmental factors associated with the malaria vectors Anopheles gambiae and Anopheles funestus in Kenya",2009,CC,Mean Temperature,abundance,Parasite,Mammal,No,Arthropod,Yes,Yes,Yes,No,Direct,No,Yes,Yes,Field,Terrestrial,Anopheles gambiae,Anopheles gambiae_,Humans,Africa,Yes,Continuos ,,NA,NA,NA,NA,NA,24,-0.159,0.041307701,Correlation,NA,NA,NA,24,-0.312135758,0.167557921,0.167557921,NA,NA,NA
2109,CN_94,"Du Prel JB,Puppe W,Gr√∂ndahl B,Knuf M,Weigl JA,Schaaff F,Schmitt HJ Are meteorological parameters associated with acute respiratory tract infections?",2009,CC,Mean Temperature,Incidence,Host,Mammal,No,Virus,No,No,No,No,Direct,No,Yes,No,Field,Terrestrial,Human rhinovirus,Human rhinovirus_,Humans,Europe,Yes,Continuos ,,NA,NA,NA,NA,NA,91,-0.07,0.011002489,Correlation,NA,NA,NA,91,-0.139190751,0.043932121,0.043932121,NA,NA,NA
2119,CN_18,"Alemu A,Abebe G,Tsegaye W,Golassa L Climatic variables and malaria transmission dynamics in Jimma town, South West Ethiopia",2011,CC,Mean Temperature,Prevalence,Host,Mammal,No,Protist,No,No,Yes,No,Complex,Yes,Yes,No,Field,Terrestrial,Plasmodium spp. ,Plasmodium spp. _,Humans,Africa,Yes,Continuos ,,NA,NA,NA,NA,NA,120,0.037,0.008380369,Correlation,NA,NA,NA,120,0.07358885,0.033240965,0.033240965,NA,NA,NA
2102,CN_356,Schijven and de Roda Husman 2005 - Effect of climate changes on waterborne disease in The Netherlands,2005,CC,Mean Temperature,abundance,Parasite,Mammal,No,Protist,No,No,No,Yes,Direct,No,Yes,Yes,Field,Freshwater,Cryptosporidium ,Cryptosporidium _,Humans,Europe,Yes,Continuos ,,NA,NA,NA,NA,NA,13,0.09,0.081988801,Correlation,NA,NA,NA,13,0.170503263,0.299088094,0.299088094,NA,NA,NA
2120,CN_18,"Alemu A,Abebe G,Tsegaye W,Golassa L Climatic variables and malaria transmission dynamics in Jimma town, South West Ethiopia",2011,CC,Mean Precipitation,Prevalence,Host,Mammal,No,Protist,No,No,Yes,No,Complex,Yes,Yes,No,Field,Terrestrial,Plasmodium spp. ,Plasmodium spp. _,Humans,Africa,Yes,Continuos ,,NA,NA,NA,NA,NA,120,0.214,0.007651305,Correlation,NA,NA,NA,120,0.435417593,0.034788639,0.034788639,NA,NA,NA
2101,CN_219,"Kelly-Hope LA,Hemingway J,McKenzie FE Environmental factors associated with the malaria vectors Anopheles gambiae and Anopheles funestus in Kenya",2009,CC,Mean Precipitation,abundance,Parasite,Mammal,No,Arthropod,Yes,Yes,Yes,No,Direct,No,Yes,Yes,Field,Terrestrial,Anopheles gambiae,Anopheles gambiae_,Humans,Africa,Yes,Continuos ,,NA,NA,NA,NA,NA,24,0.246,0.038375225,Correlation,NA,NA,NA,24,0.491899666,0.173842118,0.173842118,NA,NA,NA
2127,CN_125,"Epidemiology of soil-transmitted helminths, Schistosoma mansoni, and haematocrit values among schoolchildren in Ethiopia; Bayeh Abera, Genetu Alem, Mulat Yimer, Zaida Herrador",2013,HLC,Urbanization,prevalence,Parasite,Mammal,No,Helminth,No,No,No,No,Complex,Yes,Yes,No,Field,Terrestrial,A. lumbricoides,A. lumbricoides_,Mammals,Africa,Yes,Continuous,95CI,NA,NA,372,NA,NA,406,0.89,0.214285714,OR,NA,NA,NA,778,-0.064186344,0.01395751,0.01395751,NA,NA,NA
2129,CN_30,"Arriaga-Alba, M., R. E. Espinosa-Romero, and M. E. González-Patiño. 1996. Alteraciones bacterianas orofaríngeas en habitantes de zonas con diferente índice de contaminación ambiental. Revista Internacional de Contaminacion Ambiental 12:89-94.",1996,HLC,Urbanization,prevalence,Parasite,Mammal,No,Bacteria,No,No,No,Yes,Direct,No,Yes,No,Field,Terrestrial,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus_,Mammals,South America,No,Categorical,SE,0.146,NA,41,0,NA,83,0.032703823,1.481212752,OR,NA,NA,NA,124,-1.874073823,0.666893361,0.666893361,NA,NA,NA
2130,CN_469,"Zargar, U. R., Chishti, M. Z., Yousuf, A. R., & Ahmad, F. (2013). Species spectrum, diversity profile and infection indices of helminth parasite fauna of Chirruh snowtrout, Schizothorax esocinus (Heckel) in lake ecosystems of Kashmir Himalayas-Do similarity and host-parasite associations arise? Veterinary Research Communications, 37(3), 197–207. https://doi.org/10.1007/s11259-013-9562-3",2013,HLC,Urbanization,Prevalence,Parasite,Amphibian/Reptile,Yes,Bacteria,No,No,No,Yes,Direct,No,No,No,Field,Freshwater,Advenella kashmirensis,Advenella kashmirensis_,Schizothorax esocinus,Asia,No,Categorical,SE,0.0619,NA,97,0.11,NA,100,1.874531835,0.52896193,OR,NA,NA,NA,197,0.345098298,0.085049221,0.085049221,NA,NA,NA
2131,CN_30,"Arriaga-Alba, M., R. E. Espinosa-Romero, and M. E. González-Patiño. 1996. Alteraciones bacterianas orofaríngeas en habitantes de zonas con diferente índice de contaminación ambiental. Revista Internacional de Contaminacion Ambiental 12:89-94.",1996,HLC,Urbanization,prevalence,Parasite,Mammal,No,Bacteria,No,No,No,Yes,Direct,No,Yes,No,Field,Terrestrial,Aeromona hydrophila,Aeromona hydrophila_,Mammals,South America,No,Categorical,SE,0.049,NA,41,0,NA,83,0.094610778,1.561183046,OR,NA,NA,NA,124,-1.292016278,0.740848084,0.740848084,NA,NA,NA
2132,CN_30,"Arriaga-Alba, M., R. E. Espinosa-Romero, and M. E. González-Patiño. 1996. Alteraciones bacterianas orofaríngeas en habitantes de zonas con diferente índice de contaminación ambiental. Revista Internacional de Contaminacion Ambiental 12:89-94.",1996,HLC,Urbanization,prevalence,Parasite,Mammal,No,Bacteria,No,No,No,Yes,Direct,No,Yes,No,Field,Terrestrial,Aeromona salmonicida,Aeromona salmonicida_,Mammals,South America,No,Categorical,SE,0.024,NA,41,0,NA,83,0.161676647,1.644181885,OR,NA,NA,NA,124,-0.998419228,0.821715024,0.821715024,NA,NA,NA
2135,CN_244,"Le Corroller, Y., & Papa, F. (1970). Survey of entero-infections in urban and rural areas of the Algerois. Archives. Institut Pasteur d""Algerie, 48, 85–91.",1970,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Protist,No,No,No,No,Direct,No,Yes,No,Field,Terrestrial,Amoebas,Amoebas_,Homo sapiens,Africa,Yes,Categorical,SE,0.02,NA,99,0.028,NA,570,1.400722022,0.7580332,OR,NA,NA,NA,669,0.185582141,0.174661813,0.174661813,NA,NA,NA
2136,CN_145,"Field Studies on School Children in Rural and Urban areas in Egypt; Abdin, Lutfi, Miniawi, El-Fil, Abbsas, and Zaki",1972,HLC,Urbanization,incidence,Host,Mammal,No,Protist,No,No,No,No,Direct,No,Yes,No,Field,Freshwater,Amoebiasis,Amoebiasis_,Human,Africa,Yes,Categorical,SE,0.06,NA,500,0.04,NA,500,0.652777778,0.295878905,OR,NA,NA,NA,1000,-0.234975221,0.026610284,0.026610284,NA,NA,NA
2138,CN_115,"Elhamiani Khatat, S., S. Daminet, M. Kachani, C. M. Leutenegger, L. Duchateau, H. El Amri, M. Hing, R. Azrib, and H. Sahibi. 2017. Anaplasma spp. in dogs and owners in north-western Morocco. Parasites and Vectors 10.",2017,HLC,Urbanization,prevalence,Parasite,Mammal,No,Bacteria,No,No,Yes,No,Complex,No,No,No,Field,Terrestrial,Anaplasma platys,Anaplasma platys_,Mammals,Africa,No,Categorical,SE,0.038,NA,104,0.033,NA,91,0.852272727,0.77762264,OR,NA,NA,NA,195,-0.087786293,0.183805838,0.183805838,NA,NA,NA
2139,CN_115,"Elhamiani Khatat, S., S. Daminet, M. Kachani, C. M. Leutenegger, L. Duchateau, H. El Amri, M. Hing, R. Azrib, and H. Sahibi. 2017. Anaplasma spp. in dogs and owners in north-western Morocco. Parasites and Vectors 10.",2017,HLC,Urbanization,prevalence,Parasite,Mammal,No,Bacteria,No,No,Yes,No,Complex,No,No,No,Field,Terrestrial,Anaplasma platys,Anaplasma platys_,Mammals,Africa,No,Categorical,SE,0.038,NA,104,0.12,NA,167,3.401360544,0.562852308,OR,NA,NA,NA,271,0.673039826,0.09629648,0.09629648,NA,NA,NA
2149,CN_175,"Giraldi, N., Vidotto, O., Navarro, I.T. and Garcia, J.L. Enteroparasites prevalence among daycare and elementary school children of municipal schools, Rolândia, PR, Brazil",2001,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,No,Yes,Complex,Yes,Yes,No,Field,Terrestrial,Ancylostoma spp.,Ancylostoma spp._,Human,South America,Yes,Categorical,SE,NA,NA,158,NA,NA,276,0.9805,1.083,OR,NA,NA,NA,434,-0.010838258,0.356515505,0.356515505,NA,NA,NA
2150,CN_213,"Kalenga, M. K., Nyembo, M. K., Nshimba, M., & Foidart, J. M. (2003). Study of anemia prevalence and impact of malaria and intestinal helminthiasis in pregnant and breast-feeding women in Congo (Lubumbashi, Democratic Republic of Congo). Journal de Gynecologie Obstetrique et Biologie de La Reproduction, 32(7), 647–653.",2003,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,No,Yes,Complex,Yes,Yes,No,Field,Terrestrial,Ancylostomatidae,Ancylostomatidae_,Homo sapiens,Africa,Yes,Categorical,SE,0.231228669,NA,1172,0.04,NA,602,0.138050792,0.219537435,OR,NA,NA,NA,1774,-1.091242741,0.014650036,0.014650036,NA,NA,NA
2155,CN_30,"Arriaga-Alba, M., R. E. Espinosa-Romero, and M. E. González-Patiño. 1996. Alteraciones bacterianas orofaríngeas en habitantes de zonas con diferente índice de contaminación ambiental. Revista Internacional de Contaminacion Ambiental 12:89-94.",1996,HLC,Urbanization,prevalence,Parasite,Mammal,No,Bacteria,No,No,No,Yes,Direct,No,Yes,No,Field,Terrestrial,Arizona hindsawii,Arizona hindsawii_,Mammals,South America,No,Categorical,SE,0,NA,41,0.024,NA,83,2.54601227,1.560886391,OR,NA,NA,NA,124,0.512058549,0.74056656,0.74056656,NA,NA,NA
2156,CN_145,"Field Studies on School Children in Rural and Urban areas in Egypt; Abdin, Lutfi, Miniawi, El-Fil, Abbsas, and Zaki",1972,HLC,Urbanization,incidence,Host,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,No,Field,Terrestrial,Ascariasis,Ascariasis_,Human,Africa,Yes,Categorical,SE,0.08,NA,500,0.06,NA,500,0.734042553,0.250269667,OR,NA,NA,NA,1000,-0.170336295,0.019038728,0.019038728,NA,NA,NA
2157,CN_83,"Dagoye, D., Bekele, Z., Woldemichael, K., Nida, H., Yimam, M., Hall, A., Venn, A. J., Britton, J. R., Hubbard, R., & Lewis, S. A. (2003). Wheezing, allergy, and parasite infection in children in urban and rural ethiopia. American Journal of Respiratory and Critical Care Medicine, 167(10), 1369–1373. https://doi.org/10.1164/rccm.200210-1204OC",2003,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,No,Field,Terrestrial,Ascaris,Ascaris_,Homo sapiens,Africa,Yes,Categorical,SE,0.4397,NA,191,0.3333,NA,426,0.636904762,0.178364617,OR,NA,NA,NA,617,-0.248420396,0.009670277,0.009670277,NA,NA,NA
2158,CN_171,"Geohelminth infection of children from rural plantations and urban slums in Malaysia; S. P. Kan”, H. L. Guyat? and D. A. P. Bund9",1989,HLC,Urbanization,prevalence in humans,Parasite,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,No,Field,Terrestrial,Ascaris,Ascaris_,Human,Asia,Yes,Categorical,SE,0.212,NA,1499,0.517,NA,1574,3.977714333,0.080843583,OR,NA,NA,NA,3073,0.761037946,0.00198661,0.00198661,NA,NA,NA
2159,CN_463,"Youssef, M. E., el-Shazly, A. M., & el-Ganayni, G. A. (1988). Parasitic infection among two different communities of primary school children in Dakahlia Governorate. Journal of the Egyptian Society of Parasitology, 18(1), 75-79.",1988,HLC,Urbanization,prevalence,Parasite,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,No,Field,Terrestrial,Ascaris,Ascaris_,Homo_sapiens,Africa,Yes,Categorical,SE,0.083,NA,609,0.032,NA,402,0.36564343,0.317637732,OR,NA,NA,NA,1011,-0.554277749,0.030668016,0.030668016,NA,NA,NA
2160,CN_16,"Agbolade, O. M., et al. (2007). ""Intestinal helminthiases and schistosomiasis among school children in an urban center and some rural communities in southwest Nigeria."" The Korean journal of parasitology 45(3): 233-238.",2007,HLC,Urbanization,Parasite prevalence/incidence,Parasite,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,No,Field,Terrestrial,Ascaris lumbricoides,Ascaris lumbricoides_,Homo sapiens,Africa,Yes,Categorical,SE,0.533232628,NA,662,0.534005038,NA,397,1.003108491,0.1272458,OR,NA,NA,NA,1059,0.001709928,0.004921624,0.004921624,NA,NA,NA
